01/1990,02/1990,03/1990,04/1990,05/1990,06/1990,07/1990,08/1990,09/1990,10/1990,11/1990,12/1990,01/1991,02/1991,03/1991,04/1991,05/1991,06/1991,07/1991,08/1991,09/1991,10/1991,11/1991,12/1991,01/1992,02/1992,03/1992,04/1992,05/1992,06/1992,07/1992,08/1992,09/1992,10/1992,11/1992,12/1992,01/1993,02/1993,03/1993,04/1993,05/1993,06/1993,07/1993,08/1993,09/1993,10/1993,11/1993,12/1993,01/1994,02/1994,03/1994,04/1994,05/1994,06/1994,07/1994,08/1994,09/1994,10/1994,11/1994,12/1994,01/1995,02/1995,03/1995,04/1995,05/1995,06/1995,07/1995,08/1995,09/1995,10/1995,11/1995,12/1995,01/1996,02/1996,03/1996,04/1996,05/1996,06/1996,07/1996,08/1996,09/1996,10/1996,11/1996,12/1996,01/1997,02/1997,03/1997,04/1997,05/1997,06/1997,07/1997,08/1997,09/1997,10/1997,11/1997,12/1997,01/1998,02/1998,03/1998,04/1998,05/1998,06/1998,07/1998,08/1998,09/1998,10/1998,11/1998,12/1998,01/1999,02/1999,03/1999,04/1999,05/1999,06/1999,07/1999,08/1999,09/1999,10/1999,11/1999,12/1999,01/2000,02/2000,03/2000,04/2000,05/2000,06/2000,07/2000,08/2000,09/2000,10/2000,11/2000,12/2000,01/2001,02/2001,03/2001,04/2001,05/2001,06/2001,07/2001,08/2001,09/2001,10/2001,11/2001,12/2001,01/2002,02/2002,03/2002,04/2002,05/2002,06/2002,07/2002,08/2002,09/2002,10/2002,11/2002,12/2002,01/2003,02/2003,03/2003,04/2003,05/2003,06/2003,07/2003,08/2003,09/2003,10/2003,11/2003,12/2003,01/2004,02/2004,03/2004,04/2004,05/2004,06/2004,07/2004,08/2004,09/2004,10/2004,11/2004,12/2004,01/2005,02/2005,03/2005,04/2005,05/2005,06/2005,07/2005,08/2005,09/2005,10/2005,11/2005,12/2005,01/2006,02/2006,03/2006,04/2006,05/2006,06/2006,07/2006,08/2006,09/2006,10/2006,11/2006,12/2006,01/2007,02/2007,03/2007,04/2007,05/2007,06/2007,07/2007,08/2007,09/2007,10/2007,11/2007,12/2007,01/2008,02/2008,03/2008,04/2008,05/2008,06/2008,07/2008,08/2008,09/2008,10/2008,11/2008,12/2008,01/2009,02/2009,03/2009,04/2009,05/2009,06/2009,07/2009,08/2009,09/2009,10/2009,11/2009,12/2009,01/2010,02/2010,03/2010,04/2010,05/2010,06/2010,07/2010,08/2010,09/2010,10/2010,11/2010,12/2010,01/2011,02/2011,03/2011,04/2011,05/2011,06/2011,07/2011,08/2011,09/2011,10/2011,11/2011,12/2011,01/2012,02/2012,03/2012,04/2012,05/2012,06/2012,07/2012,08/2012,09/2012,10/2012,11/2012,12/2012,01/2013,02/2013,03/2013,04/2013,05/2013,06/2013,07/2013,08/2013,09/2013,10/2013,11/2013,12/2013,01/2014,02/2014,03/2014,04/2014,05/2014,06/2014,07/2014,08/2014,09/2014,10/2014,11/2014,12/2014,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,06/2018,07/2018,08/2018,09/2018,10/2018,11/2018,12/2018
S61,S61,S1275,S738,S1049,S323,S993,S44,S1129,S1210,S132,S6,S606,S606,S1038,S414,S194,S340,S340,S448,S448,S925,S925,S715,S62,S44,S1275,S1296,S340,S340,S934,S715,S251,S1187,S448,S1210,S6,S6,S6,S1238,S1238,S1238,S510,S340,S1210,S263,S948,S398,S1080,S774,S774,S178,S61,S6,S206,S260,S260,S251,S251,S251,S62,S202,S1129,S1105,S34,S1152,S97,S779,S1027,S1067,S948,S1146,S1049,S1251,S129,S237,S1080,S1102,S260,S861,S943,S779,S1092,S203,S897,S831,S651,S1092,S1092,S511,S1127,S959,S1335,S360,S642,S606,S1324,S959,S959,S418,S946,S392,S569,S377,S1274,S1266,S1181,S1192,S766,S763,S413,S572,S361,S1378,S982,S397,S397,S677,S513,S925,S251,S251,S251,S144,S129,S129,S1333,S569,S360,S925,S1367,S1367,S513,S513,S1234,S361,S361,S361,S87,S874,S346,S423,S677,S1241,S614,S614,S530,S530,S530,S569,S800,S1053,S311,S311,S311,S311,S1186,S1186,S701,S855,S855,S855,S175,S175,S373,S364,S677,S104,S855,S855,S311,S855,S614,S614,S931,S677,S855,S494,S494,S530,S1140,S494,S530,S513,S361,S947,S1070,S565,S165,S691,S1333,S1272,S677,S469,S165,S723,S530,S530,S504,S1145,S1145,S1314,S1145,S1314,S690,S652,S1207,S75,S75,S1176,S261,S160,S925,S1207,S768,S1176,S690,S820,S177,S251,S504,S75,S765,S820,S504,S377,S123,S1138,S1176,S320,S1138,S1139,S1139,S894,S1207,S1314,S1139,S190,S939,S331,S377,S1329,S939,S331,S331,S75,S377,S894,S1027,S1027,S592,S592,S695,S190,S1228,S1228,S1228,S650,S1076,S1027,S1074,S623,S758,S409,S592,S1228,S1280,S1280,S1280,S669,S1357,S1074,S669,S669,S669,S669,S862,S650,S758,S264,S264,S669,S190,S1027,S1228,S1144,S1074,S327,S189,S1259,S331,S331,S331,S1027,S1145,S759,S759,S1139,S1139,S1375,S283,S919,S123,S759,S759,S759,S252,S1207,S75,S712,S712,S189,S393,S821,S712,S320,S1131,S189,S252,S283,S1029,S189,S189,S712,S350,S575,S1207,S504,S504,S504,S419,S866,S283,S1207,S1029,S1207,S862,S862,S862,S821,S252,S696,S919,S919,S1207,S807,S552,S764
S202,S202,S61,S768,S323,S738,S1057,S1175,S340,S16,S1210,S132,S1038,S1038,S774,S1291,S178,S1296,S1296,S340,S340,S934,S934,S925,S973,S1175,S61,S1275,S1296,S1296,S34,S925,S715,S44,S1129,S16,S132,S132,S132,S75,S75,S75,S1212,S1296,S16,S6,S485,S948,S237,S65,S65,S888,S202,S132,S398,S860,S860,S1152,S1152,S1152,S59,S961,S1067,S260,S1105,S715,S632,S656,S511,S340,S485,S75,S377,S1049,S1251,S71,S326,S1080,S860,S1197,S97,S656,S921,S1092,S950,S45,S831,S921,S921,S203,S906,S406,S674,S664,S237,S1038,S1127,S406,S406,S1339,S402,S946,S360,S106,S850,S232,S1218,S1181,S806,S1108,S910,S241,S513,S876,S1059,S73,S73,S572,S512,S1105,S925,S925,S925,S1027,S377,S377,S175,S360,S1160,S1105,S263,S263,S1234,S1234,S512,S513,S513,S513,S310,S81,S570,S603,S572,S469,S855,S855,S494,S494,S494,S360,S565,S1337,S1332,S1332,S1332,S1332,S322,S322,S22,S311,S311,S311,S691,S691,S1333,S1374,S572,S1241,S311,S311,S1332,S311,S855,S855,S800,S572,S311,S165,S165,S494,S614,S165,S494,S1234,S513,S361,S815,S590,S1292,S947,S175,S373,S572,S1045,S1292,S530,S494,S494,S251,S1176,S1176,S1145,S1176,S1145,S1271,S375,S177,S768,S768,S75,S675,S316,S648,S177,S504,S75,S1271,S652,S919,S1207,S251,S768,S643,S1105,S251,S106,S217,S695,S75,S377,S695,S1138,S1138,S1076,S177,S1145,S1138,S894,S1092,S939,S106,S123,S1092,S939,S939,S768,S106,S1076,S331,S331,S1027,S1027,S1329,S894,S28,S28,S28,S1228,S1139,S331,S650,S1144,S623,S1280,S1357,S28,S526,S526,S526,S264,S1027,S650,S264,S264,S264,S264,S1357,S1228,S623,S1246,S1246,S264,S1375,S331,S28,S1074,S650,S650,S712,S320,S939,S939,S939,S331,S75,S123,S123,S895,S895,S1139,S199,S595,S1259,S123,S123,S123,S821,S919,S504,S1145,S1145,S712,S675,S419,S1145,S1131,S189,S712,S821,S199,S1207,S712,S712,S1145,S866,S696,S919,S1207,S1207,S1207,S316,S252,S199,S919,S1207,S919,S1357,S1357,S1357,S419,S821,S283,S595,S595,S919,S393,S508,S1315
S961,S961,S202,S1152,S738,S768,S938,S510,S1296,S448,S16,S1210,S774,S774,S1080,S647,S888,S1275,S1275,S1296,S1296,S34,S34,S934,S710,S510,S202,S61,S1275,S1275,S1105,S934,S925,S1175,S340,S448,S1210,S1210,S1210,S768,S768,S768,S313,S1275,S448,S132,S263,S485,S71,S1080,S1080,S731,S961,S1210,S948,S206,S206,S715,S715,S715,S973,S1171,S340,S860,S260,S925,S1077,S97,S1092,S1296,S263,S768,S1191,S377,S1049,S1092,S642,S326,S206,S251,S632,S943,S779,S921,S822,S740,S740,S779,S779,S1092,S606,S111,S706,S1272,S71,S774,S906,S111,S111,S458,S259,S402,S664,S75,S488,S1293,S1266,S1218,S474,S766,S937,S364,S1234,S144,S1281,S1165,S1165,S241,S723,S263,S1105,S1105,S1105,S1092,S106,S106,S691,S1160,S664,S1367,S132,S132,S512,S512,S723,S1234,S1234,S1234,S823,S1026,S464,S353,S241,S1045,S311,S311,S165,S165,S165,S269,S590,S677,S104,S104,S104,S104,S1180,S1180,S1186,S1332,S1332,S1332,S361,S361,S175,S931,S241,S469,S1332,S1332,S104,S1332,S311,S311,S565,S241,S1332,S1292,S1292,S165,S855,S1292,S165,S723,S1234,S513,S1318,S223,S1140,S361,S691,S1333,S241,S896,S1140,S494,S1292,S1292,S1207,S75,S75,S1176,S75,S1176,S643,S199,S919,S504,S504,S768,S1205,S1151,S652,S919,S251,S768,S765,S283,S925,S177,S1207,S504,S840,S652,S1207,S1314,S1259,S759,S768,S106,S759,S695,S695,S1139,S919,S1176,S695,S1076,S190,S1092,S189,S217,S190,S1092,S1092,S504,S189,S1139,S939,S939,S331,S331,S123,S1076,S602,S602,S602,S28,S1138,S939,S1228,S1074,S1144,S526,S1027,S602,S669,S669,S669,S1246,S331,S1228,S1246,S1246,S1246,S1246,S1027,S28,S1144,S623,S623,S1246,S1139,S939,S602,S650,S28,S28,S1145,S189,S190,S190,S190,S939,S504,S1259,S1259,S759,S759,S895,S350,S820,S320,S1259,S1259,S1259,S816,S595,S1029,S75,S75,S1145,S220,S316,S75,S189,S712,S1145,S419,S350,S919,S1145,S1145,S504,S252,S283,S595,S919,S919,S919,S552,S821,S350,S595,S919,S595,S331,S331,S331,S316,S419,S199,S696,S696,S595,S330,S1021,S928
S1171,S1171,S961,S715,S768,S1152,S414,S1212,S1275,S340,S448,S16,S1080,S1080,S326,S493,S731,S61,S61,S1275,S1275,S1105,S1105,S34,S54,S1212,S961,S202,S61,S61,S260,S34,S934,S510,S1296,S1129,S16,S16,S16,S1152,S1152,S1152,S319,S61,S1129,S1210,S6,S263,S1092,S237,S237,S638,S1171,S16,S485,S398,S398,S925,S925,S925,S360,S1187,S1296,S206,S860,S934,S129,S632,S921,S1275,S6,S861,S323,S1191,S377,S921,S237,S642,S398,S1152,S1077,S97,S656,S779,S463,S279,S279,S656,S656,S921,S1038,S1127,S418,S373,S1027,S65,S606,S1324,S1324,S1125,S1335,S259,S1272,S768,S967,S195,S232,S1266,S236,S806,S1039,S1374,S512,S1027,S857,S982,S679,S931,S530,S288,S263,S263,S263,S129,S75,S75,S947,S664,S1272,S263,S288,S288,S723,S723,S530,S512,S512,S512,S191,S891,S580,S477,S364,S1053,S1332,S1332,S1292,S1292,S1292,S1160,S423,S572,S1241,S1241,S1241,S1241,S819,S819,S322,S104,S104,S104,S513,S513,S691,S800,S364,S1045,S104,S104,S469,S104,S1332,S1332,S590,S364,S104,S1140,S1140,S1292,S311,S1140,S1292,S530,S723,S1234,S346,S423,S614,S513,S947,S175,S131,S677,S614,S1292,S614,S614,S177,S768,S768,S75,S768,S75,S840,S1367,S925,S251,S251,S504,S194,S124,S375,S925,S1207,S504,S643,S375,S648,S919,S177,S251,S263,S375,S177,S1145,S129,S1329,S504,S189,S1329,S759,S759,S1138,S925,S75,S759,S1139,S894,S190,S1314,S1259,S894,S190,S190,S1365,S1314,S1138,S1092,S1092,S939,S939,S217,S1139,S862,S862,S862,S602,S895,S1092,S28,S650,S1074,S669,S331,S862,S264,S264,S264,S758,S939,S28,S758,S758,S758,S758,S331,S602,S650,S1144,S1144,S623,S895,S190,S862,S28,S602,S602,S75,S712,S1375,S1375,S1375,S190,S1029,S320,S320,S123,S1259,S759,S690,S696,S189,S320,S320,S320,S419,S575,S1207,S504,S504,S75,S1205,S1317,S504,S712,S1145,S75,S316,S866,S595,S504,S504,S1029,S821,S199,S575,S595,S595,S595,S508,S419,S866,S575,S595,S575,S1139,S1139,S1139,S552,S316,S350,S283,S283,S696,S1062,S751,S859
S1187,S1187,S1171,S934,S1152,S715,S647,S313,S61,S1296,S340,S448,S326,S326,S237,S627,S638,S202,S202,S61,S61,S260,S260,S1105,S569,S313,S1171,S961,S202,S202,S860,S1105,S34,S1212,S1275,S340,S448,S448,S448,S715,S715,S715,S660,S202,S340,S16,S132,S6,S921,S71,S71,S62,S1187,S448,S263,S948,S948,S934,S934,S934,S664,S44,S1275,S398,S206,S34,S1251,S1077,S779,S202,S1210,S1197,S1238,S323,S1191,S779,S71,S237,S948,S715,S129,S632,S943,S656,S1258,S447,S447,S943,S943,S779,S774,S906,S1339,S1333,S511,S933,S1038,S1127,S1127,S959,S674,S1335,S373,S251,S84,S282,S1293,S232,S417,S474,S763,S800,S723,S1092,S298,S1059,S982,S800,S165,S972,S288,S288,S288,S377,S251,S251,S361,S1272,S373,S132,S972,S972,S530,S530,S494,S723,S723,S723,S11,S1304,S979,S224,S1374,S1337,S104,S104,S1140,S1140,S1140,S664,S1022,S241,S469,S469,S469,S469,S1163,S1163,S1180,S1241,S1241,S1241,S1234,S1234,S361,S565,S1374,S1053,S469,S469,S1045,S469,S104,S104,S223,S1374,S1241,S614,S614,S1140,S1332,S614,S1140,S494,S530,S723,S570,S1022,S855,S723,S361,S691,S364,S572,S855,S614,S855,S855,S925,S504,S504,S768,S504,S768,S263,S690,S648,S1207,S1207,S251,S330,S261,S199,S648,S177,S251,S263,S199,S820,S925,S919,S1207,S132,S199,S919,S1176,S320,S123,S1365,S1314,S123,S1329,S1329,S695,S595,S768,S1329,S1138,S1076,S894,S1145,S129,S1076,S894,S894,S1029,S1145,S895,S190,S190,S1092,S1092,S1259,S1138,S592,S592,S592,S862,S695,S190,S602,S28,S650,S758,S939,S592,S1246,S1246,S1246,S623,S190,S602,S623,S623,S623,S623,S939,S862,S1228,S650,S650,S1144,S759,S1375,S592,S602,S862,S862,S504,S1145,S1139,S1139,S1139,S1375,S1207,S189,S189,S1259,S320,S1259,S765,S283,S712,S189,S189,S189,S316,S820,S919,S1029,S1029,S504,S330,S552,S1029,S1145,S75,S504,S1317,S252,S575,S1029,S1029,S1207,S419,S350,S696,S575,S575,S575,S751,S316,S252,S696,S575,S696,S759,S759,S759,S508,S552,S866,S199,S199,S283,S365,S583,S274
S44,S44,S1187,S260,S715,S934,S493,S319,S202,S1275,S1296,S340,S237,S237,S71,S1360,S62,S961,S961,S202,S202,S860,S860,S260,S192,S319,S1187,S1171,S961,S961,S206,S260,S1105,S313,S61,S1296,S1129,S1129,S1129,S925,S925,S925,S194,S961,S1296,S448,S1210,S132,S779,S1092,S1092,S59,S44,S1129,S6,S485,S485,S34,S34,S34,S1272,S1175,S61,S948,S398,S1105,S1049,S129,S656,S961,S16,S251,S1146,S1238,S323,S656,S1092,S71,S485,S925,S1251,S1077,S97,S943,S133,S611,S611,S97,S97,S656,S65,S606,S458,S175,S203,S1102,S774,S906,S906,S406,S706,S674,S1333,S925,S151,S92,S195,S1293,S727,S236,S1108,S590,S530,S129,S819,S1281,S1059,S590,S1292,S944,S972,S972,S972,S106,S925,S925,S513,S373,S1333,S288,S343,S343,S494,S494,S165,S530,S530,S530,S395,S1072,S354,S1070,S931,S677,S1241,S1241,S614,S614,S614,S1272,S603,S364,S1045,S1045,S1045,S1045,S1381,S1381,S819,S469,S469,S469,S512,S512,S513,S590,S931,S1337,S1045,S1045,S1053,S1045,S469,S469,S423,S931,S469,S855,S855,S614,S104,S855,S614,S1140,S494,S530,S464,S603,S311,S530,S513,S947,S1374,S241,S311,S855,S311,S311,S648,S251,S251,S504,S251,S504,S132,S1271,S652,S177,S177,S1207,S424,S675,S1367,S283,S919,S1207,S132,S1367,S652,S648,S925,S177,S960,S1367,S925,S75,S377,S217,S251,S1145,S217,S123,S123,S759,S648,S504,S123,S695,S1139,S1076,S1176,S320,S1139,S1076,S1076,S251,S1176,S695,S894,S894,S190,S190,S129,S895,S1027,S1357,S1357,S592,S759,S894,S862,S602,S28,S623,S190,S1357,S758,S758,S758,S1144,S1375,S862,S1144,S1144,S1144,S1144,S190,S1357,S28,S1228,S1228,S650,S123,S1139,S1357,S862,S592,S1357,S1029,S75,S895,S895,S895,S1139,S919,S712,S712,S320,S189,S320,S866,S199,S1145,S712,S712,S712,S1317,S696,S595,S1207,S1207,S1029,S365,S508,S1207,S75,S504,S1029,S552,S821,S696,S1207,S1207,S919,S316,S866,S283,S696,S696,S696,S583,S552,S821,S283,S696,S283,S123,S123,S123,S751,S508,S252,S350,S350,S199,S98,S807,S475
S1175,S1175,S44,S860,S934,S260,S624,S194,S961,S61,S1275,S1296,S71,S71,S511,S157,S973,S1171,S1171,S961,S961,S398,S398,S860,S523,S660,S44,S1187,S1171,S1171,S398,S860,S260,S319,S202,S1275,S340,S340,S340,S934,S934,S934,S178,S1171,S1275,S1129,S16,S1210,S943,S921,S921,S973,S1175,S340,S132,S263,S263,S1105,S1105,S1105,S1333,S510,S202,S485,S948,S260,S377,S1251,S97,S1171,S448,S1152,S75,S1146,S1238,S97,S921,S1092,S263,S934,S1049,S129,S632,S97,S1328,S897,S897,S632,S632,S943,S326,S1038,S959,S691,S129,S1080,S65,S606,S606,S111,S418,S706,S175,S1105,S991,S1311,S282,S151,S235,S417,S766,S423,S165,S377,S913,S857,S1281,S423,S614,S261,S944,S944,S944,S75,S1105,S1105,S1234,S1333,S175,S972,S944,S944,S165,S165,S1292,S494,S494,S494,S135,S646,S645,S815,S800,S572,S469,S469,S855,S855,S855,S373,S353,S1374,S1053,S1053,S1053,S1053,S1236,S1236,S1163,S1045,S1045,S1045,S723,S723,S1234,S223,S800,S677,S1053,S1053,S1337,S1053,S1045,S1045,S1022,S800,S1045,S311,S311,S855,S469,S311,S855,S614,S1140,S494,S580,S353,S1332,S494,S723,S361,S931,S131,S1332,S311,S1332,S1332,S375,S1207,S1207,S251,S1207,S251,S288,S643,S375,S919,S919,S177,S365,S1205,S690,S375,S925,S177,S960,S690,S283,S820,S648,S919,S288,S690,S595,S768,S106,S1259,S1207,S1176,S1259,S217,S217,S1329,S820,S1365,S217,S759,S1138,S1139,S75,S377,S1138,S1139,S1139,S1207,S75,S759,S1076,S1076,S894,S894,S320,S695,S331,S1027,S1027,S1357,S1329,S1375,S592,S862,S602,S1144,S1375,S1027,S623,S623,S623,S1074,S1139,S592,S1074,S1074,S1074,S1074,S1375,S1027,S602,S28,S28,S1228,S1259,S895,S1027,S592,S1357,S1027,S1207,S504,S759,S759,S759,S895,S595,S1145,S1145,S189,S712,S189,S960,S350,S75,S1145,S1145,S1145,S552,S283,S575,S919,S919,S1207,S98,S751,S919,S504,S1029,S1207,S508,S419,S283,S919,S919,S595,S1317,S252,S199,S283,S283,S283,S807,S508,S419,S199,S283,S199,S1259,S1259,S1259,S583,S751,S821,S866,S866,S350,S899,S393,S1340
S510,S510,S1175,S206,S260,S860,S627,S178,S1171,S202,S61,S1275,S511,S511,S1092,S1000,S710,S1187,S1187,S1171,S1171,S948,S948,S398,S1055,S194,S1175,S44,S1187,S1187,S948,S206,S860,S660,S961,S61,S1296,S1296,S1296,S1105,S1105,S1105,S888,S1187,S61,S340,S448,S16,S97,S779,S779,S710,S1212,S1296,S1210,S6,S6,S860,S551,S551,S691,S261,S961,S263,S485,S860,S1191,S1049,S632,S1187,S1129,S715,S768,S75,S1146,S632,S779,S921,S6,S34,S377,S1251,S1077,S632,S396,S950,S950,S1077,S1077,S97,S642,S774,S406,S947,S377,S697,S933,S1038,S1038,S1324,S1339,S418,S691,S263,S1378,S151,S151,S1378,S226,S727,S806,S603,S1292,S106,S91,S298,S857,S603,S855,S194,S261,S261,S261,S251,S263,S263,S723,S175,S691,S343,S261,S261,S1292,S1292,S1140,S165,S165,S165,S403,S736,S96,S1318,S565,S241,S1045,S1045,S311,S311,S311,S1333,S477,S931,S1337,S1337,S1337,S1337,S1370,S1370,S1381,S1053,S1053,S1053,S530,S530,S512,S423,S565,S572,S1337,S1337,S677,S896,S1053,S1053,S603,S565,S1053,S1332,S1332,S311,S1045,S1332,S311,S855,S614,S1140,S981,S477,S104,S165,S530,S513,S800,S364,S104,S1332,S104,S104,S1367,S177,S177,S1207,S177,S1207,S503,S840,S199,S925,S925,S919,S495,S194,S1271,S199,S648,S919,S288,S1271,S375,S652,S820,S925,S503,S1271,S648,S504,S1314,S129,S177,S75,S129,S1259,S1259,S123,S1105,S1029,S1259,S1329,S695,S1138,S768,S106,S895,S1138,S1138,S177,S768,S1329,S1139,S1139,S1076,S1076,S377,S1329,S939,S331,S331,S1027,S123,S1076,S1357,S592,S862,S1074,S1139,S331,S1144,S1144,S1144,S650,S895,S1357,S650,S650,S650,S650,S1139,S331,S862,S602,S602,S28,S320,S759,S331,S1357,S1027,S331,S919,S1029,S123,S123,S123,S759,S820,S75,S75,S712,S1145,S712,S965,S690,S504,S75,S75,S75,S508,S199,S820,S595,S595,S919,S33,S583,S595,S1029,S1207,S919,S751,S316,S199,S595,S595,S575,S552,S821,S350,S199,S199,S199,S124,S751,S316,S350,S199,S350,S320,S320,S320,S807,S583,S419,S252,S252,S866,S536,S330,S628
S1212,S1212,S510,S398,S860,S206,S1360,S888,S1187,S961,S202,S61,S1092,S1092,S656,S762,S54,S44,S44,S1187,S1187,S263,S263,S948,S360,S178,S510,S1175,S44,S44,S485,S398,S206,S194,S1171,S202,S1275,S1275,S1275,S260,S260,S260,S731,S44,S202,S1296,S1129,S448,S1077,S943,S943,S54,S313,S1275,S16,S132,S132,S206,S860,S860,S947,S313,S1171,S6,S263,S206,S323,S377,S1077,S44,S1067,S925,S861,S768,S75,S1077,S656,S779,S1210,S1105,S1191,S1049,S129,S1077,S284,S822,S822,S129,S129,S632,S71,S65,S111,S1234,S75,S326,S1102,S774,S774,S1127,S458,S1339,S947,S972,S392,S1378,S1378,S876,S329,S235,S474,S477,S614,S75,S576,S819,S298,S477,S105,S424,S194,S194,S194,S925,S132,S132,S530,S691,S947,S944,S194,S194,S1140,S1140,S614,S1292,S1292,S1292,S535,S607,S187,S346,S590,S364,S1053,S1053,S1332,S1332,S1332,S175,S224,S800,S677,S677,S677,S677,S151,S151,S1236,S1337,S1337,S1337,S494,S494,S723,S1022,S590,S241,S677,S677,S572,S1337,S896,S896,S353,S590,S896,S104,S104,S1332,S1053,S104,S1332,S311,S855,S614,S856,S224,S1241,S1292,S494,S723,S565,S1374,S1241,S104,S469,S469,S690,S925,S925,S177,S919,S177,S972,S263,S1367,S648,S648,S925,S867,S330,S643,S1367,S283,S925,S503,S765,S199,S283,S652,S648,S972,S765,S820,S251,S1145,S320,S919,S768,S320,S129,S129,S217,S652,S251,S129,S123,S759,S895,S504,S189,S695,S895,S895,S919,S504,S123,S1138,S1138,S1139,S1139,S189,S123,S1092,S939,S939,S331,S217,S1139,S1027,S1357,S592,S650,S895,S939,S1074,S1074,S1074,S1228,S759,S1027,S1228,S28,S28,S602,S895,S939,S1357,S862,S862,S602,S189,S123,S939,S1027,S331,S939,S820,S1207,S1259,S1259,S1259,S123,S696,S504,S504,S1145,S75,S1145,S252,S765,S1029,S504,S504,S504,S751,S350,S696,S575,S575,S595,S899,S807,S575,S1207,S919,S595,S583,S1317,S350,S575,S575,S696,S508,S419,S866,S350,S350,S350,S393,S583,S552,S866,S350,S866,S1131,S1131,S1131,S393,S807,S316,S821,S821,S252,S613,S1062,S936
S313,S313,S1212,S948,S206,S398,S157,S731,S44,S1171,S961,S202,S656,S656,S943,S281,S569,S1175,S1175,S44,S44,S132,S132,S263,S993,S888,S1212,S510,S1175,S1175,S263,S948,S398,S178,S1187,S961,S61,S61,S61,S860,S860,S860,S638,S1175,S961,S1275,S340,S1129,S129,S97,S97,S569,S319,S61,S448,S1210,S1210,S398,S206,S206,S1234,S319,S1187,S1210,S6,S398,S1238,S1191,S129,S1175,S340,S34,S1197,S861,S768,S129,S97,S656,S16,S551,S323,S377,S1251,S129,S739,S463,S463,S1251,S1251,S1077,S1027,S326,S1127,S512,S768,S642,S1080,S65,S65,S906,S1125,S458,S513,S261,S876,S876,S876,S144,S1285,S226,S236,S224,S855,S768,S909,S913,S819,S224,S104,S569,S424,S424,S424,S1105,S288,S288,S165,S947,S361,S261,S424,S424,S614,S614,S855,S1140,S1140,S1140,S875,S101,S874,S570,S423,S1374,S1337,S1337,S104,S104,S104,S691,S1070,S565,S572,S572,S572,S572,S825,S825,S1370,S677,S677,S677,S165,S165,S530,S603,S223,S364,S572,S572,S241,S677,S1337,S1337,S477,S223,S1337,S1241,S1241,S104,S896,S1241,S104,S1332,S311,S855,S979,S1070,S469,S1140,S165,S530,S590,S931,S469,S469,S1045,S1045,S1271,S648,S648,S925,S925,S919,S965,S132,S690,S652,S652,S648,S1004,S424,S840,S690,S375,S648,S972,S643,S1367,S375,S283,S820,S965,S643,S1105,S1207,S1176,S377,S925,S504,S377,S320,S320,S1259,S283,S1207,S320,S217,S1329,S695,S1365,S1314,S759,S695,S695,S925,S1365,S217,S895,S895,S1138,S1138,S1314,S217,S190,S1092,S1092,S939,S1259,S1138,S331,S1027,S1357,S28,S759,S190,S650,S650,S650,S28,S123,S331,S28,S602,S602,S862,S759,S190,S1027,S1357,S1357,S862,S712,S1259,S190,S331,S939,S190,S696,S919,S320,S320,S320,S1259,S283,S1029,S1029,S75,S504,S75,S821,S866,S1207,S1029,S1029,S1029,S583,S765,S283,S820,S820,S575,S613,S124,S820,S919,S595,S575,S807,S552,S866,S696,S696,S283,S751,S316,S252,S866,S866,S866,S330,S807,S508,S252,S866,S252,S712,S712,S712,S330,S393,S552,S419,S419,S821,S1336,S365,S834
